Pub Med ID,Answers,MoA
8923336,"The drug being evaluated is ketamine, which is an NMDA receptor antagonist. The receptor subtype is the NMDA receptor. The mechanism of action is the blocking of the NMDA receptor, which has been shown to impair learning and memory in animal models. However, in this study, ketamine did not have any effects on memory or other cognitive functions in schizophrenia patients.",Antagonist
18255098,The mechanism of action is: glucocorticoid receptor antagonist. The target of the chemical reaction is: the hypothalamic-pituitary-adrenal (HPA) axis. There is no information provided on receptor subtypes. The drug being evaluated is mifepristone.,Antagonist
15893916,The article does not mention any drugs or mechanisms of action. It is a study investigating learning and memory deficits in schizophrenia patients.,Antagonist
20732371,There are no drugs being evaluated in this article. The study investigated the role of polymorphisms in the CCK gene and its receptors in antipsychotic-induced weight gain in schizophrenia patients.,Antagonist
19831836,"The article does not provide information about the specific mechanism of action or receptor subtype of Risperidone long-acting injectable (RLAI). However, RLAI is described as an atypical antipsychotic agent intended for long-term management of schizophrenia.",Antagonist
7078714,The mechanism of action of diazepam is to enhance the effect of gamma-aminobutyric acid (GABA) and bind to the benzodiazepine receptor. The receptor subtype(s) that the drug is being evaluated with is the benzodiazepine receptor.,Antagonist
15099605,"The article does not specify the mechanism of action or receptor subtype of the antipsychotic drugs haloperidol and risperidone, or the anticholinergic drug benztropine.",Antagonist
15869707,The article does not provide information on the mechanism of action or receptor subtype of amisulpride.,Antagonist
22094124,The drug is biperiden and the receptor subtype is the muscarinic M1 receptor. The mechanism of action is a muscarinic M1 antagonist.,Antagonist
23609382,"The mechanism of action for memantine is that it is an NMDA receptor antagonist, which reduces glutamate excitotoxicity in the brain. Risperidone is an atypical antipsychotic that blocks dopamine and serotonin receptors. Therefore, the drug being evaluated in this study is memantine, which is an NMDA receptor antagonist. The receptor subtype(s) being targeted are the NMDA receptors.",Antagonist
36874957,The article does not provide information about the mechanism of action or receptor subtype(s) of betahistine.,Antagonist
24525661,The drug being evaluated is Org 25935 and its mechanism of action is a selective inhibitor of type 1 glycine transporter. There are no receptor subtypes mentioned.,Antagonist
7612873,The mechanism of action of ketamine is being evaluated as a non-competitive antagonist of the NMDA receptor. The article does not mention receptor subtypes.,Antagonist
9347382,"The mechanism of action is anticholinergic, and the drug evaluated is trihexyphenidyl, a muscarinic antagonist. The target receptor subtype(s) is muscarinic acetylcholine receptors.",Antagonist
8829717,The mechanism of action for cyproheptadine is antiserotonergic. There is no information about receptor subtype(s) in the article.,Antagonist
19011427,"The article does not provide information about the specific mechanism of action or receptor subtype for olanzapine or aripiprazole, but they are both classified as antipsychotic agents and dopamine antagonists.",Antagonist
30357437,"The drug being evaluated is ketamine, which is an uncompetitive N-methyl-D-aspartate (NMDA) receptor antagonist. The receptor subtype is NMDA. Therefore, the mechanism of action is NMDA receptor blockade.",Antagonist
15101567,The article does not mention any specific drug being evaluated with a target or receptor subtype. The study was focused on the effects of discontinuing anticholinergic medication on cognitive function in elderly schizophrenia patients.,Antagonist
10448449,The receptor(s) is/are: 5-HT2. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: 5-HT2 receptor antagonist.,Antagonist
30614850,The mechanism of action is muscarinic antagonist and the target receptor subtype is not specified in the article. The drug being evaluated is hyoscine (scopolamine).,Antagonist
11552770,The mechanism of action of reboxetine is as a noradrenergic reuptake inhibitor. There is no mention of specific receptor subtypes being evaluated in this study.,Antagonist
10094133,The article does not mention any drugs or mechanisms of action. It is a study investigating the association between a silent mutation polymorphism of the 5HT2A gene and schizophrenia or clozapine response in a Chinese population.,Antagonist
14618553,"The article does not specify the mechanism of action(s) or the receptor subtype(s) for olanzapine and haloperidol, but they are both antipsychotic agents.",Antagonist
17397098,There is no specific drug or mechanism of action being evaluated in this article. The article is focused on examining the frequency and socio-demographic and clinical correlates of anticholinergic medication (ACM) prescription in Chinese patients with schizophrenia.,Antagonist
22189657,The mechanism of action is noncompetitive N-methyl-D-aspartate (NMDA) receptor antagonism. The receptor subtype(s) are NMDA receptors. The drug being evaluated is S-ketamine.,Antagonist
32004636,The article does not provide information on the mechanism of action or receptor subtype(s) for the drugs being evaluated (olanzapine and samidorphan).,Antagonist
31185023,The drug being evaluated is the histone methyltransferase inhibitor BIX-01294. It targets histone modifications and gene expression in both clinical and mouse models. The mechanism of action is inhibition of HMTs. There are no receptor subtypes mentioned in this article.,Antagonist
2484825,The mechanism of action is a dopamine and serotonin receptor antagonist. The receptor subtype for dopamine is D2 and for serotonin is 5-HT2.,Antagonist
9778666,The article does not mention any drugs being evaluated. It discusses the genetic influence of the APOE epsilon 4 allele on the psychotomimetic response to ketamine in schizophrenics.,Antagonist
17293085,"The drug being evaluated is mecamylamine, which is a nicotinic acetylcholine receptor antagonist. The receptor subtype targeted is not specified in the given abstract.",Antagonist
17360162,The article does not mention any drugs being evaluated with specific mechanism of actions or receptor subtypes. It is a study on the effects of typical and atypical antipsychotic drugs on basal ganglia volumes in drug-naive first-episode schizophrenia patients.,Antagonist
6145176,The mechanism of action is alpha 1-noradrenergic receptor antagonism. The target of the chemical reaction is the alpha 1-adrenergic receptor subtype. The drug being evaluated is prazosin.,Antagonist
17049818,The article does not provide information on the mechanism of action or receptor subtype of long-acting injectable risperidone.,Antagonist
8584611,The mechanism of action is selective D1 dopamine receptor antagonism. The receptor subtype is the D1 dopamine receptor.,Antagonist
8828997,The mechanism of action of famotidine is as an H2 (histamine) receptor antagonist. The receptor subtype is the H2 receptor.,Antagonist
9825168,The article does not mention any specific mechanism of action or receptor subtype for clozapine.,Antagonist
9829650,"The drug being evaluated is haloperidol, which is a typical antipsychotic that works by blocking dopamine receptors (specifically D2 receptors). The mechanism of action is therefore dopamine antagonist. There is no mention of receptor subtypes in this article.",Antagonist
17076934,The mechanism of action is: dopamine D2/D3 receptor antagonist. The receptor subtype(s) are: D2 and D3 receptors. The drug being evaluated is tiapride.,Antagonist
15560968,"The drug being evaluated in this study is ketamine, which is an antagonist of the NMDA receptor. The receptor subtype is the NMDA receptor. Therefore, the mechanism of action is NMDA receptor antagonist.",Antagonist
16165104,The article does not mention the mechanism of action or receptor subtype of the drugs being evaluated (Hypericum extract and S-ketamine).,Antagonist
31234240,"The article does not mention any specific mechanism of action or receptor subtype. However, it does mention that valbenazine is a vesicular monoamine transporter 2 inhibitor used to treat tardive dyskinesia.",Antagonist
