Pub Med ID,Answers
8341891,"A1: Narcolepsy.
A2: Methamphetamine.
A3: Stimulation of the central nervous system.
A4: Yes.
A5: Double-blind, randomized treatment conditions.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 2 weeks prior to beginning the protocol to 28 days."
33051943,"A1: The disease, indication, or medical condition being tested is obstructive sleep apnea or narcolepsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is solriamfetol.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from baseline to week 12."
33394323,"A1: The disease, indication, or medical condition being tested is excessive daytime sleepiness with narcolepsy or obstructive sleep apnea.
A2: The drug that is being evaluated is solriamfetol.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified in the article.
A6: The drug from the article resulted in improvements in patients and was successful in its job, as indicated by the Spearman correlations between change in FOSQ-10 scores and PGI-C and CGI-C.
A7: The clinical trial was done between January 15, 2015 and December 31, 2017."
32215834,"A1: Narcolepsy
A2: Caffeine
A3: Stimulant
A4: Yes
A5: Pilot trial
A6: Yes, significant improvements in alertness were observed.
A7: The clinical trial was conducted between June 2017 and April 2018."
8093681,"A1: Narcolepsy
A2: Modafinil
A3: Noradrenergic mechanisms
A4: Yes
A5: Double-blind design
A6: Yes, modafinil reduced the daily number of sleep attacks significantly and markedly improved performances during the FCRTT.
A7: The clinical trial was done over two treatment periods, each lasting four weeks and was preceded by a 2-week ""run-in"" period and separated by a 2-week ""wash-out"" period."
36098936,"Answer to Q1: The disease, indication, or medical condition being tested is insomnia.
Answer to Q2: The drug that is being evaluated for its efficacy or safety in the article is daridorexant.
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is dual orexin receptor antagonism.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from June 4, 2018 to April 30, 2021."
30735912,"A1: The disease, indication, or medical condition being tested is narcolepsy or idiopathic hypersomnia.
A2: The drug that is being evaluated is modafinil.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is to assess the relationship between real and simulated driving performance and the objective level of alertness as measured by the Maintenance of Wakefulness Test (MWT).
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between 2018 and 2019."
31626696,"A1: Narcolepsy
A2: Pitolisant
A3: Selective histamine 3 (H3)-receptor antagonist/inverse agonist
A4: Yes
A5: Phase 3
A6: Yes, pitolisant demonstrated significantly lower potential for abuse compared with phentermine and an overall profile similar to placebo; this suggests a low risk of abuse for pitolisant.
A7: The clinical trial was done from October 2017 to April 2018."
27568806,"A1: The disease, indication, or medical condition being tested is narcolepsy type 1.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and it is not specified if it was successful in its job.
A7: The clinical trial in the article was done in 2016 (START and END date not specified)."
36305577,"A1: Narcolepsy with cataplexy.
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: No drug is being evaluated in the article, so this question does not apply.
A7: The clinical trial in the article was done in 2023."
31926465,"A1: The disease, indication, or medical condition being tested is narcolepsy.
A2: The drug that is being evaluated is Solriamfetol (formerly JZP-110).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is a dopamine/norepinephrine reuptake inhibitor.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2015 to April 2017."
31691827,
16700320,
32216084,"A1: Narcolepsy with cataplexy.
A2: Sodium oxybate (SXB).
A3: Nonlinear clearance.
A4: Yes, the clinical trial in the article was evaluated in children (aged 7-11 years; n = 11) and adolescents (aged 12-17 years; n = 18).
A5: The clinical trial in the article was in Phase 2.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 2020."
32588401,"Answer 1: Narcolepsy
Answer 2: Solriamfetol
Answer 3: Dopamine/norepinephrine reuptake inhibitor
Answer 4: Yes
Answer 5: Phase III
Answer 6: Yes, solriamfetol was effective in treating EDS in participants with narcolepsy with or without cataplexy, as indicated by robust effects on MWT, ESS, and PGI-C.
Answer 7: The clinical trial was done from January 28, 2015 to an unspecified date."
23349733,"A1: Narcolepsy
A2: L-carnitine
A3: Encoding an enzyme involved in β-oxidation of long-chain fatty acids
A4: Yes
A5: Randomized, double-blind, cross-over and placebo-controlled trial
A6: Yes, L-carnitine treatment significantly improved the total time for dozing off during the daytime compared with that of placebo-treated periods.
A7: The clinical trial was done from October 2013 to April 2015."
31917607,"A1: The disease, indication, or medical condition being tested is obstructive sleep apnea syndrome.
A2: The drug that is being evaluated for its efficacy or safety in the article is pitolisant.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is a selective histamine H3 receptor antagonist with wake-promoting effects.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2010 to April 2012."
12905101,"A1: Narcolepsy
A2: Ritanserin
A3: 5HT2-antagonist
A4: Yes
A5: Double-blind, placebo-controlled
A6: Yes, patients reported significant improvements in four out of six parameters, and patients partners in two out of six parameters with 5 mg ritanserin compared to placebo.
A7: Not specified in the article."
24406723,"A1: Narcolepsy with cataplexy.
A2: Orexin-A.
A3: Deficient orexin-A (hypocretin-1) signaling.
A4: Yes.
A5: The clinical trial in the article was in a within-subject, random-order crossover, placebo-controlled design.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done in 2014."
2281247,"A1: Narcolepsy
A2: Gamma-hydroxybutyrate (GHB)
A3: Neurotransmitter or neuromodulator
A4: Yes
A5: Double-blind, counterbalanced crossover design
A6: Yes, GHB was found to improve sleep quality and reduce daytime sleepiness in narcolepsy patients.
A7: The clinical trial was done in the baseline and on the 1st and 29th days of GHB and placebo treatment."
